<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
IMOEX;0;20180518;121622;2333.100000000;1659
IMOEX;0;20180518;121623;2333.100000000;51200
IMOEX;0;20180518;121624;2333.090000000;114193
IMOEX;0;20180518;121625;2333.060000000;562328
IMOEX;0;20180518;121626;2333.040000000;503024
IMOEX;0;20180518;121627;2333.020000000;146756
IMOEX;0;20180518;121628;2333.020000000;262720
IMOEX;0;20180518;121629;2332.960000000;261335
IMOEX;0;20180518;121630;2332.960000000;105393
IMOEX;0;20180518;121631;2332.960000000;1914813
IMOEX;0;20180518;121632;2332.970000000;104347
IMOEX;0;20180518;121633;2332.970000000;95578
IMOEX;0;20180518;121634;2332.970000000;363597
IMOEX;0;20180518;121635;2332.970000000;93473
IMOEX;0;20180518;121636;2332.990000000;715371
IMOEX;0;20180518;121637;2332.930000000;379920
IMOEX;0;20180518;121638;2332.930000000;785154
IMOEX;0;20180518;121639;2332.910000000;78690
IMOEX;0;20180518;121640;2332.970000000;604439
IMOEX;0;20180518;121641;2332.960000000;321268
IMOEX;0;20180518;121642;2332.700000000;20055509
IMOEX;0;20180518;121643;2332.700000000;7905978
IMOEX;0;20180518;121644;2332.650000000;703070
IMOEX;0;20180518;121645;2332.610000000;1478198
IMOEX;0;20180518;121646;2332.620000000;1089542
IMOEX;0;20180518;121647;2332.680000000;64947
IMOEX;0;20180518;121648;2332.670000000;28242
IMOEX;0;20180518;121649;2332.660000000;7147
IMOEX;0;20180518;121650;2332.370000000;2807962
IMOEX;0;20180518;121651;2332.260000000;2155636
IMOEX;0;20180518;121652;2332.020000000;5227634
IMOEX;0;20180518;121653;2331.940000000;827428
IMOEX;0;20180518;121654;2331.980000000;347284
IMOEX;0;20180518;121655;2331.910000000;694226
IMOEX;0;20180518;121656;2331.820000000;3938681
IMOEX;0;20180518;121657;2331.830000000;1984293
IMOEX;0;20180518;121658;2331.730000000;7473868
IMOEX;0;20180518;121659;2331.690000000;666306
IMOEX;0;20180518;121700;2331.690000000;39263
IMOEX;0;20180518;121701;2331.690000000;767041
IMOEX;0;20180518;121702;2331.720000000;2390829
IMOEX;0;20180518;121703;2331.720000000;2315711
IMOEX;0;20180518;121704;2331.670000000;2326156
IMOEX;0;20180518;121705;2331.670000000;34529
IMOEX;0;20180518;121706;2331.460000000;2709447
IMOEX;0;20180518;121707;2331.480000000;1527967
IMOEX;0;20180518;121708;2331.460000000;667484
IMOEX;0;20180518;121709;2331.440000000;327811
IMOEX;0;20180518;121710;2331.440000000;28569
IMOEX;0;20180518;121711;2331.400000000;537687
IMOEX;0;20180518;121712;2331.460000000;2271
IMOEX;0;20180518;121713;2331.410000000;8940840
IMOEX;0;20180518;121714;2331.440000000;2102020
IMOEX;0;20180518;121715;2331.420000000;874379
IMOEX;0;20180518;121716;2331.470000000;242976
IMOEX;0;20180518;121717;2331.420000000;273493
IMOEX;0;20180518;121718;2331.460000000;6056
IMOEX;0;20180518;121719;2331.460000000;5916
IMOEX;0;20180518;121720;2331.460000000;490310
IMOEX;0;20180518;121721;2331.480000000;158573
IMOEX;0;20180518;121722;2331.480000000;7918447
IMOEX;0;20180518;121723;2331.540000000;644739
IMOEX;0;20180518;121724;2331.610000000;442523
IMOEX;0;20180518;121725;2331.610000000;0
IMOEX;0;20180518;121726;2331.720000000;1117072
IMOEX;0;20180518;121727;2331.750000000;1752457
IMOEX;0;20180518;121728;2331.760000000;131481
IMOEX;0;20180518;121729;2331.760000000;2272
IMOEX;0;20180518;121730;2331.740000000;2442528
IMOEX;0;20180518;121731;2331.770000000;360596
IMOEX;0;20180518;121732;2331.580000000;56960
IMOEX;0;20180518;121733;2331.540000000;1063519
IMOEX;0;20180518;121734;2331.620000000;154706
IMOEX;0;20180518;121735;2331.620000000;537630
IMOEX;0;20180518;121736;2331.560000000;113172
IMOEX;0;20180518;121737;2331.560000000;2271
IMOEX;0;20180518;121738;2331.640000000;8906
IMOEX;0;20180518;121739;2331.640000000;245472
IMOEX;0;20180518;121740;2331.660000000;1391175
IMOEX;0;20180518;121741;2331.660000000;81846
IMOEX;0;20180518;121742;2331.690000000;523756
IMOEX;0;20180518;121743;2331.690000000;627184
IMOEX;0;20180518;121744;2331.680000000;1382807
IMOEX;0;20180518;121745;2331.530000000;2171056
IMOEX;0;20180518;121746;2331.490000000;846093
IMOEX;0;20180518;121747;2331.480000000;133752
IMOEX;0;20180518;121748;2331.440000000;17639
IMOEX;0;20180518;121749;2331.440000000;13948
IMOEX;0;20180518;121750;2331.460000000;843179
IMOEX;0;20180518;121751;2331.500000000;787692
IMOEX;0;20180518;121752;2331.540000000;238301
IMOEX;0;20180518;121753;2331.540000000;90872
IMOEX;0;20180518;121754;2331.540000000;19680
IMOEX;0;20180518;121755;2331.700000000;814490
IMOEX;0;20180518;121756;2331.680000000;1773594
IMOEX;0;20180518;121757;2331.640000000;272436
IMOEX;0;20180518;121758;2331.730000000;649614
IMOEX;0;20180518;121759;2331.730000000;88080
IMOEX;0;20180518;121800;2331.760000000;305372
IMOEX;0;20180518;121801;2331.740000000;525433
IMOEX;0;20180518;121802;2331.740000000;130107
IMOEX;0;20180518;121803;2331.670000000;765170
IMOEX;0;20180518;121804;2331.670000000;342382
IMOEX;0;20180518;121805;2331.670000000;121105
IMOEX;0;20180518;121806;2331.670000000;168021
IMOEX;0;20180518;121807;2331.750000000;28829103
IMOEX;0;20180518;121808;2331.830000000;4727397
IMOEX;0;20180518;121809;2331.820000000;6524821
IMOEX;0;20180518;121810;2331.790000000;1856883
IMOEX;0;20180518;121811;2331.790000000;1048435
IMOEX;0;20180518;121812;2331.790000000;0
IMOEX;0;20180518;121813;2331.810000000;1056000
IMOEX;0;20180518;121814;2331.810000000;10625
IMOEX;0;20180518;121815;2331.780000000;2392121
IMOEX;0;20180518;121816;2331.770000000;481441
IMOEX;0;20180518;121817;2331.750000000;1522105
IMOEX;0;20180518;121818;2331.720000000;124600
IMOEX;0;20180518;121819;2331.740000000;362157
IMOEX;0;20180518;121820;2331.740000000;1139540
IMOEX;0;20180518;121821;2331.770000000;688916
IMOEX;0;20180518;121822;2331.770000000;342803
IMOEX;0;20180518;121823;2331.740000000;249118
IMOEX;0;20180518;121824;2331.730000000;2270
IMOEX;0;20180518;121825;2331.750000000;40960
IMOEX;0;20180518;121826;2331.640000000;1143026
IMOEX;0;20180518;121827;2331.640000000;474903
IMOEX;0;20180518;121828;2331.670000000;247594
IMOEX;0;20180518;121829;2331.630000000;487172
IMOEX;0;20180518;121830;2331.630000000;2415
IMOEX;0;20180518;121831;2331.780000000;5646295
IMOEX;0;20180518;121832;2331.720000000;773337
IMOEX;0;20180518;121833;2331.980000000;3770011
IMOEX;0;20180518;121834;2332.110000000;330467
IMOEX;0;20180518;121835;2332.120000000;945934
IMOEX;0;20180518;121836;2332.100000000;129239
IMOEX;0;20180518;121837;2332.100000000;5315
IMOEX;0;20180518;121838;2332.120000000;259040
IMOEX;0;20180518;121839;2332.180000000;892807
IMOEX;0;20180518;121840;2332.180000000;0
IMOEX;0;20180518;121841;2332.190000000;39356
IMOEX;0;20180518;121842;2332.160000000;478415
IMOEX;0;20180518;121843;2332.160000000;59544
IMOEX;0;20180518;121844;2332.200000000;460658
IMOEX;0;20180518;121845;2332.200000000;204775
IMOEX;0;20180518;121846;2332.200000000;23872
IMOEX;0;20180518;121847;2332.180000000;137790
IMOEX;0;20180518;121848;2332.180000000;160606
IMOEX;0;20180518;121849;2332.180000000;162356
IMOEX;0;20180518;121850;2332.180000000;34594
IMOEX;0;20180518;121851;2332.150000000;198556
IMOEX;0;20180518;121852;2332.180000000;286633
IMOEX;0;20180518;121853;2332.180000000;17694
IMOEX;0;20180518;121854;2332.110000000;78621
IMOEX;0;20180518;121855;2332.220000000;8068
IMOEX;0;20180518;121856;2332.310000000;199429
IMOEX;0;20180518;121857;2332.310000000;490226
IMOEX;0;20180518;121858;2332.310000000;0
IMOEX;0;20180518;121859;2332.310000000;0
IMOEX;0;20180518;121900;2332.310000000;1470
IMOEX;0;20180518;121901;2332.320000000;1902756
IMOEX;0;20180518;121902;2332.320000000;0
IMOEX;0;20180518;121903;2332.240000000;1226234
IMOEX;0;20180518;121904;2332.250000000;16405
IMOEX;0;20180518;121905;2332.250000000;0
IMOEX;0;20180518;121906;2332.250000000;9255
IMOEX;0;20180518;121907;2332.320000000;1261858
IMOEX;0;20180518;121908;2332.310000000;192964
IMOEX;0;20180518;121909;2332.340000000;215607
IMOEX;0;20180518;121910;2332.210000000;465524
IMOEX;0;20180518;121911;2332.210000000;22514
IMOEX;0;20180518;121912;2332.210000000;37165
IMOEX;0;20180518;121913;2332.230000000;68618
IMOEX;0;20180518;121914;2332.230000000;0
IMOEX;0;20180518;121915;2332.280000000;2361217
IMOEX;0;20180518;121916;2332.120000000;657130
IMOEX;0;20180518;121917;2332.120000000;903441
IMOEX;0;20180518;121918;2332.190000000;511737
IMOEX;0;20180518;121919;2332.280000000;1351361
IMOEX;0;20180518;121920;2332.280000000;128325
IMOEX;0;20180518;121921;2332.270000000;387725
IMOEX;0;20180518;121922;2332.310000000;2766117
IMOEX;0;20180518;121923;2332.300000000;1064354
IMOEX;0;20180518;121924;2332.480000000;235985
IMOEX;0;20180518;121925;2332.430000000;1029001
IMOEX;0;20180518;121926;2332.430000000;37020
IMOEX;0;20180518;121927;2332.440000000;1064
IMOEX;0;20180518;121928;2332.480000000;327579
IMOEX;0;20180518;121929;2332.480000000;11898
IMOEX;0;20180518;121930;2332.490000000;108888
IMOEX;0;20180518;121931;2332.490000000;253060
IMOEX;0;20180518;121932;2332.480000000;20167
IMOEX;0;20180518;121933;2332.480000000;805
IMOEX;0;20180518;121934;2332.470000000;1157375
IMOEX;0;20180518;121935;2332.450000000;23604
IMOEX;0;20180518;121936;2332.460000000;19635
IMOEX;0;20180518;121937;2332.520000000;570067
IMOEX;0;20180518;121938;2332.520000000;1074
IMOEX;0;20180518;121939;2332.500000000;969448
IMOEX;0;20180518;121940;2332.320000000;2549962
IMOEX;0;20180518;121941;2332.370000000;982215
IMOEX;0;20180518;121942;2332.370000000;805
IMOEX;0;20180518;121943;2332.480000000;488917
IMOEX;0;20180518;121944;2332.470000000;537
IMOEX;0;20180518;121945;2332.470000000;760653
IMOEX;0;20180518;121946;2332.460000000;191087
IMOEX;0;20180518;121947;2332.510000000;23568
IMOEX;0;20180518;121948;2332.550000000;25803
IMOEX;0;20180518;121949;2332.550000000;1352383
IMOEX;0;20180518;121950;2332.480000000;754446
IMOEX;0;20180518;121951;2332.480000000;73148
IMOEX;0;20180518;121952;2332.480000000;10489
IMOEX;0;20180518;121953;2332.470000000;1073
IMOEX;0;20180518;121954;2332.490000000;509637
IMOEX;0;20180518;121955;2332.490000000;190315
IMOEX;0;20180518;121956;2332.530000000;100786
IMOEX;0;20180518;121957;2332.530000000;465506
IMOEX;0;20180518;121958;2332.520000000;132176
IMOEX;0;20180518;121959;2332.470000000;360788
IMOEX;0;20180518;122000;2332.490000000;154874
IMOEX;0;20180518;122001;2332.500000000;223177
IMOEX;0;20180518;122002;2332.480000000;565575
IMOEX;0;20180518;122003;2332.440000000;2877216
IMOEX;0;20180518;122004;2332.420000000;298234
IMOEX;0;20180518;122005;2332.480000000;377512
IMOEX;0;20180518;122006;2332.550000000;970072
IMOEX;0;20180518;122007;2332.540000000;674435
IMOEX;0;20180518;122008;2332.490000000;1325986
IMOEX;0;20180518;122009;2332.490000000;51155
IMOEX;0;20180518;122010;2332.510000000;49979
IMOEX;0;20180518;122011;2332.410000000;182248
IMOEX;0;20180518;122012;2332.490000000;1217541
IMOEX;0;20180518;122013;2332.500000000;154986
IMOEX;0;20180518;122014;2332.400000000;294748
IMOEX;0;20180518;122015;2332.350000000;28310
IMOEX;0;20180518;122016;2332.350000000;261276
IMOEX;0;20180518;122017;2332.300000000;2272353
IMOEX;0;20180518;122018;2332.250000000;10394047
IMOEX;0;20180518;122019;2332.240000000;963048
IMOEX;0;20180518;122020;2332.200000000;981571
IMOEX;0;20180518;122021;2332.270000000;6543518
IMOEX;0;20180518;122022;2332.340000000;962677
IMOEX;0;20180518;122023;2332.330000000;488357
IMOEX;0;20180518;122024;2332.310000000;72915
IMOEX;0;20180518;122025;2332.310000000;0
IMOEX;0;20180518;122026;2332.300000000;49720
IMOEX;0;20180518;122027;2332.300000000;464193
IMOEX;0;20180518;122028;2332.300000000;0
IMOEX;0;20180518;122029;2332.350000000;63258
IMOEX;0;20180518;122030;2332.300000000;654363
IMOEX;0;20180518;122031;2332.230000000;73741
IMOEX;0;20180518;122032;2332.240000000;230184
IMOEX;0;20180518;122033;2332.240000000;0
IMOEX;0;20180518;122034;2332.270000000;370106
IMOEX;0;20180518;122035;2332.280000000;475943
IMOEX;0;20180518;122036;2332.340000000;10828
IMOEX;0;20180518;122037;2332.440000000;2441924
IMOEX;0;20180518;122038;2332.380000000;1693424
IMOEX;0;20180518;122039;2332.400000000;132691
IMOEX;0;20180518;122040;2332.400000000;5628
IMOEX;0;20180518;122041;2332.370000000;557105
IMOEX;0;20180518;122042;2332.440000000;781631
IMOEX;0;20180518;122043;2332.500000000;331450
IMOEX;0;20180518;122044;2332.550000000;255728
IMOEX;0;20180518;122045;2332.600000000;83329
IMOEX;0;20180518;122046;2332.560000000;269
IMOEX;0;20180518;122047;2332.560000000;218468
IMOEX;0;20180518;122048;2332.530000000;364309
IMOEX;0;20180518;122049;2332.560000000;229466
IMOEX;0;20180518;122050;2332.570000000;11861
IMOEX;0;20180518;122051;2332.570000000;3231
IMOEX;0;20180518;122052;2332.560000000;3545
IMOEX;0;20180518;122053;2332.670000000;1918350
IMOEX;0;20180518;122054;2332.670000000;3851
IMOEX;0;20180518;122055;2332.660000000;910191
IMOEX;0;20180518;122056;2332.750000000;573432
IMOEX;0;20180518;122057;2332.800000000;166834
IMOEX;0;20180518;122058;2332.820000000;687979
IMOEX;0;20180518;122059;2332.820000000;207200
IMOEX;0;20180518;122100;2332.820000000;16357
IMOEX;0;20180518;122101;2332.820000000;1011367
IMOEX;0;20180518;122102;2332.820000000;10179
IMOEX;0;20180518;122103;2332.850000000;301752
IMOEX;0;20180518;122104;2332.810000000;324478
IMOEX;0;20180518;122105;2332.810000000;9948
IMOEX;0;20180518;122106;2332.820000000;143383
IMOEX;0;20180518;122107;2332.750000000;303852
IMOEX;0;20180518;122108;2332.740000000;2968
IMOEX;0;20180518;122109;2332.750000000;43508
IMOEX;0;20180518;122110;2332.720000000;307216
IMOEX;0;20180518;122111;2332.720000000;1851
IMOEX;0;20180518;122112;2332.720000000;217086
IMOEX;0;20180518;122113;2332.760000000;367655
IMOEX;0;20180518;122114;2332.640000000;557315
IMOEX;0;20180518;122115;2332.770000000;1157988
IMOEX;0;20180518;122116;2332.770000000;0
IMOEX;0;20180518;122117;2332.770000000;0
IMOEX;0;20180518;122118;2332.750000000;585853
IMOEX;0;20180518;122119;2332.820000000;365812
IMOEX;0;20180518;122120;2332.820000000;575511
IMOEX;0;20180518;122121;2332.800000000;168281
IMOEX;0;20180518;122122;2332.810000000;618501
IMOEX;0;20180518;122123;2332.810000000;0
IMOEX;0;20180518;122124;2332.860000000;14820
IMOEX;0;20180518;122125;2332.830000000;151373
IMOEX;0;20180518;122126;2332.710000000;803770
IMOEX;0;20180518;122127;2332.720000000;827402
IMOEX;0;20180518;122128;2332.720000000;0
IMOEX;0;20180518;122129;2332.720000000;179675
IMOEX;0;20180518;122130;2332.720000000;792302
IMOEX;0;20180518;122131;2332.720000000;0
IMOEX;0;20180518;122132;2332.720000000;0
IMOEX;0;20180518;122133;2332.670000000;78364
IMOEX;0;20180518;122134;2332.820000000;726094
IMOEX;0;20180518;122135;2332.790000000;1144941
IMOEX;0;20180518;122136;2332.790000000;0
IMOEX;0;20180518;122137;2332.800000000;9950
IMOEX;0;20180518;122138;2332.800000000;0
IMOEX;0;20180518;122139;2332.810000000;323818
IMOEX;0;20180518;122140;2332.830000000;482632
IMOEX;0;20180518;122141;2332.830000000;135000
IMOEX;0;20180518;122142;2332.840000000;167096
IMOEX;0;20180518;122143;2332.850000000;49621
IMOEX;0;20180518;122144;2332.850000000;23485
IMOEX;0;20180518;122145;2332.830000000;144403
IMOEX;0;20180518;122146;2332.740000000;54273
IMOEX;0;20180518;122147;2332.740000000;3240
IMOEX;0;20180518;122148;2332.740000000;51340
IMOEX;0;20180518;122149;2332.890000000;1701354
IMOEX;0;20180518;122150;2332.890000000;0
IMOEX;0;20180518;122151;2332.910000000;1678150
IMOEX;0;20180518;122152;2332.990000000;601253
IMOEX;0;20180518;122153;2332.990000000;29706
IMOEX;0;20180518;122154;2333.040000000;13224
IMOEX;0;20180518;122155;2333.070000000;6606
IMOEX;0;20180518;122156;2333.070000000;0
IMOEX;0;20180518;122157;2333.070000000;683992
IMOEX;0;20180518;122158;2333.060000000;801779
IMOEX;0;20180518;122159;2333.030000000;310612
IMOEX;0;20180518;122200;2333.120000000;3754193
IMOEX;0;20180518;122201;2333.220000000;187052
IMOEX;0;20180518;122202;2333.220000000;1470
IMOEX;0;20180518;122203;2333.220000000;81928
IMOEX;0;20180518;122204;2333.270000000;179775
IMOEX;0;20180518;122205;2333.300000000;700358
IMOEX;0;20180518;122206;2333.310000000;1232631
IMOEX;0;20180518;122207;2333.270000000;166698
IMOEX;0;20180518;122208;2333.290000000;17464
IMOEX;0;20180518;122209;2333.300000000;170251
IMOEX;0;20180518;122210;2333.320000000;996693
IMOEX;0;20180518;122211;2333.360000000;222190
IMOEX;0;20180518;122212;2333.250000000;711211
IMOEX;0;20180518;122213;2333.140000000;369852
IMOEX;0;20180518;122214;2333.240000000;4684232
IMOEX;0;20180518;122215;2333.310000000;200529
IMOEX;0;20180518;122216;2333.320000000;16238
IMOEX;0;20180518;122217;2333.350000000;1459710
IMOEX;0;20180518;122218;2333.370000000;448197
IMOEX;0;20180518;122219;2333.420000000;580244
IMOEX;0;20180518;122220;2333.460000000;40711
IMOEX;0;20180518;122221;2333.430000000;72480
IMOEX;0;20180518;122222;2333.480000000;160738
IMOEX;0;20180518;122223;2333.490000000;104955
IMOEX;0;20180518;122224;2333.520000000;294767
IMOEX;0;20180518;122225;2333.550000000;3057846
IMOEX;0;20180518;122226;2333.550000000;1103406
IMOEX;0;20180518;122227;2333.530000000;226018
IMOEX;0;20180518;122228;2333.490000000;933941
IMOEX;0;20180518;122229;2333.450000000;587157
IMOEX;0;20180518;122230;2333.450000000;12690
IMOEX;0;20180518;122231;2333.450000000;10224
IMOEX;0;20180518;122232;2333.440000000;489427
IMOEX;0;20180518;122233;2333.420000000;975953
IMOEX;0;20180518;122234;2333.500000000;131354
IMOEX;0;20180518;122235;2333.550000000;414613
IMOEX;0;20180518;122236;2333.550000000;126144
IMOEX;0;20180518;122237;2333.550000000;810
IMOEX;0;20180518;122238;2333.500000000;658604
IMOEX;0;20180518;122239;2333.500000000;1534710
IMOEX;0;20180518;122240;2333.430000000;180907
IMOEX;0;20180518;122241;2333.430000000;618784
IMOEX;0;20180518;122242;2333.440000000;826349
IMOEX;0;20180518;122243;2333.490000000;438168
IMOEX;0;20180518;122244;2333.490000000;310206
IMOEX;0;20180518;122245;2333.400000000;367676
IMOEX;0;20180518;122246;2333.410000000;495550
IMOEX;0;20180518;122247;2333.420000000;109911
IMOEX;0;20180518;122248;2333.420000000;294000
IMOEX;0;20180518;122249;2333.420000000;194040
IMOEX;0;20180518;122250;2334.010000000;38563497
IMOEX;0;20180518;122251;2334.020000000;316170
IMOEX;0;20180518;122252;2334.030000000;1401051
IMOEX;0;20180518;122253;2333.990000000;497814
IMOEX;0;20180518;122254;2333.950000000;550531
IMOEX;0;20180518;122255;2333.970000000;565655
IMOEX;0;20180518;122256;2334.050000000;325894
IMOEX;0;20180518;122257;2334.050000000;1453017
IMOEX;0;20180518;122258;2334.070000000;209466
IMOEX;0;20180518;122259;2334.090000000;343608
IMOEX;0;20180518;122300;2334.090000000;641179
IMOEX;0;20180518;122301;2333.940000000;293741
IMOEX;0;20180518;122302;2334.010000000;4817658
IMOEX;0;20180518;122303;2334.140000000;8169412
IMOEX;0;20180518;122304;2334.130000000;20125995
IMOEX;0;20180518;122305;2334.120000000;1373772
IMOEX;0;20180518;122306;2334.230000000;2481202
IMOEX;0;20180518;122307;2334.190000000;3386112
IMOEX;0;20180518;122308;2334.170000000;339567
IMOEX;0;20180518;122309;2334.230000000;81573
IMOEX;0;20180518;122310;2334.280000000;202492
IMOEX;0;20180518;122311;2334.280000000;62903
IMOEX;0;20180518;122312;2334.160000000;16048
IMOEX;0;20180518;122313;2334.180000000;395195
IMOEX;0;20180518;122314;2334.200000000;47321
IMOEX;0;20180518;122315;2334.200000000;230
IMOEX;0;20180518;122316;2334.200000000;51621
IMOEX;0;20180518;122317;2334.200000000;1222817
IMOEX;0;20180518;122318;2334.200000000;340405
IMOEX;0;20180518;122319;2334.270000000;831330
IMOEX;0;20180518;122320;2334.200000000;23398
IMOEX;0;20180518;122321;2334.220000000;1380273
IMOEX;0;20180518;122322;2334.200000000;15414
IMOEX;0;20180518;122323;2334.150000000;29414
IMOEX;0;20180518;122324;2334.160000000;164043
IMOEX;0;20180518;122325;2334.180000000;1270175
IMOEX;0;20180518;122326;2334.170000000;1426322
IMOEX;0;20180518;122327;2334.170000000;199000
IMOEX;0;20180518;122328;2334.170000000;263206
IMOEX;0;20180518;122329;2334.160000000;217624
IMOEX;0;20180518;122330;2334.120000000;22611
IMOEX;0;20180518;122331;2334.120000000;474642
IMOEX;0;20180518;122332;2334.160000000;28797
IMOEX;0;20180518;122333;2334.100000000;282881
IMOEX;0;20180518;122334;2334.100000000;10760
IMOEX;0;20180518;122335;2334.140000000;228436
IMOEX;0;20180518;122336;2334.070000000;681455
IMOEX;0;20180518;122337;2333.920000000;544995
IMOEX;0;20180518;122338;2333.860000000;481588
IMOEX;0;20180518;122339;2333.850000000;9957
IMOEX;0;20180518;122340;2333.860000000;364431
IMOEX;0;20180518;122341;2333.870000000;76797
IMOEX;0;20180518;122342;2333.950000000;9348
IMOEX;0;20180518;122343;2334.020000000;1137609
IMOEX;0;20180518;122344;2334.050000000;430922
IMOEX;0;20180518;122345;2334.070000000;41628
IMOEX;0;20180518;122346;2333.980000000;766813
IMOEX;0;20180518;122347;2333.950000000;241890
IMOEX;0;20180518;122348;2334.000000000;3721838
IMOEX;0;20180518;122349;2334.010000000;339160
IMOEX;0;20180518;122350;2333.980000000;6351693
IMOEX;0;20180518;122351;2333.990000000;469082
IMOEX;0;20180518;122352;2333.970000000;726151
IMOEX;0;20180518;122353;2334.000000000;150644
IMOEX;0;20180518;122354;2334.000000000;571525
IMOEX;0;20180518;122355;2333.990000000;2362822
IMOEX;0;20180518;122356;2334.030000000;3259966
IMOEX;0;20180518;122357;2334.010000000;86709
IMOEX;0;20180518;122358;2334.080000000;1152361
IMOEX;0;20180518;122359;2334.100000000;2280936
IMOEX;0;20180518;122400;2334.140000000;87243
IMOEX;0;20180518;122401;2334.080000000;219248
IMOEX;0;20180518;122402;2334.080000000;1350
IMOEX;0;20180518;122403;2334.070000000;367842
IMOEX;0;20180518;122404;2334.070000000;471612
IMOEX;0;20180518;122405;2334.050000000;900211
IMOEX;0;20180518;122406;2334.050000000;59777
IMOEX;0;20180518;122407;2334.050000000;408597
IMOEX;0;20180518;122408;2334.090000000;2106257
IMOEX;0;20180518;122409;2333.940000000;627816
IMOEX;0;20180518;122410;2333.950000000;81489
IMOEX;0;20180518;122411;2333.940000000;659721
IMOEX;0;20180518;122412;2333.980000000;95113
IMOEX;0;20180518;122413;2333.980000000;130098
IMOEX;0;20180518;122414;2333.980000000;337245
IMOEX;0;20180518;122415;2333.970000000;396085
IMOEX;0;20180518;122416;2333.990000000;179614
IMOEX;0;20180518;122417;2333.980000000;273654
IMOEX;0;20180518;122418;2333.990000000;9206
IMOEX;0;20180518;122419;2333.960000000;252191
IMOEX;0;20180518;122420;2333.910000000;634402
IMOEX;0;20180518;122421;2333.910000000;29270
IMOEX;0;20180518;122422;2333.930000000;301740
IMOEX;0;20180518;122423;2333.880000000;384787
IMOEX;0;20180518;122424;2333.930000000;12684
IMOEX;0;20180518;122425;2333.910000000;614698
IMOEX;0;20180518;122426;2333.970000000;295452
IMOEX;0;20180518;122427;2333.970000000;21036
IMOEX;0;20180518;122428;2333.960000000;388166
IMOEX;0;20180518;122429;2333.980000000;245562
IMOEX;0;20180518;122430;2333.980000000;3670
IMOEX;0;20180518;122431;2333.980000000;86462
IMOEX;0;20180518;122432;2333.760000000;4187359
IMOEX;0;20180518;122433;2333.780000000;298510
IMOEX;0;20180518;122434;2333.720000000;205084
IMOEX;0;20180518;122435;2333.760000000;584352
IMOEX;0;20180518;122436;2333.750000000;53430
IMOEX;0;20180518;122437;2333.780000000;89448
IMOEX;0;20180518;122438;2333.780000000;363044
IMOEX;0;20180518;122439;2333.780000000;1350
IMOEX;0;20180518;122440;2333.790000000;347347
IMOEX;0;20180518;122441;2333.790000000;1440943
IMOEX;0;20180518;122442;2333.790000000;29722
IMOEX;0;20180518;122443;2333.810000000;162574
IMOEX;0;20180518;122444;2333.860000000;446803
IMOEX;0;20180518;122445;2333.850000000;1373760
IMOEX;0;20180518;122446;2333.850000000;102079
IMOEX;0;20180518;122447;2333.870000000;393077
IMOEX;0;20180518;122448;2333.870000000;1349
IMOEX;0;20180518;122449;2333.900000000;798146
IMOEX;0;20180518;122450;2333.900000000;1622289
IMOEX;0;20180518;122451;2333.890000000;345111
IMOEX;0;20180518;122452;2333.910000000;65620
IMOEX;0;20180518;122453;2333.930000000;30720
IMOEX;0;20180518;122454;2333.890000000;767190
IMOEX;0;20180518;122455;2333.780000000;1492508
IMOEX;0;20180518;122456;2333.780000000;21036
IMOEX;0;20180518;122457;2333.840000000;6766993
IMOEX;0;20180518;122458;2333.840000000;295308
IMOEX;0;20180518;122459;2333.900000000;10788526
IMOEX;0;20180518;122500;2334.030000000;6207701
IMOEX;0;20180518;122501;2334.030000000;1645374
IMOEX;0;20180518;122502;2334.030000000;40062
IMOEX;0;20180518;122503;2334.060000000;228800
IMOEX;0;20180518;122504;2334.100000000;50668
IMOEX;0;20180518;122505;2334.190000000;1693753
IMOEX;0;20180518;122506;2334.170000000;15883
IMOEX;0;20180518;122507;2334.170000000;231425
IMOEX;0;20180518;122508;2334.090000000;1675662
IMOEX;0;20180518;122509;2334.000000000;319135
IMOEX;0;20180518;122510;2334.040000000;830273
IMOEX;0;20180518;122511;2333.910000000;138564
IMOEX;0;20180518;122512;2333.940000000;1087320
IMOEX;0;20180518;122513;2333.970000000;546090
IMOEX;0;20180518;122514;2333.970000000;240327
IMOEX;0;20180518;122515;2333.970000000;18087
IMOEX;0;20180518;122516;2333.970000000;197090
IMOEX;0;20180518;122517;2333.990000000;2091434
IMOEX;0;20180518;122518;2334.000000000;398635
IMOEX;0;20180518;122519;2334.000000000;42275
IMOEX;0;20180518;122520;2333.980000000;78271
IMOEX;0;20180518;122521;2333.980000000;810
IMOEX;0;20180518;122522;2333.980000000;90477
IMOEX;0;20180518;122523;2334.270000000;465200
IMOEX;0;20180518;122524;2334.310000000;603558
IMOEX;0;20180518;122525;2334.290000000;39054
IMOEX;0;20180518;122526;2334.300000000;356831
IMOEX;0;20180518;122527;2334.290000000;575740
IMOEX;0;20180518;122528;2334.340000000;1145747
IMOEX;0;20180518;122529;2334.240000000;309979
IMOEX;0;20180518;122530;2334.280000000;2960902
IMOEX;0;20180518;122531;2334.290000000;437886
IMOEX;0;20180518;122532;2334.210000000;146346
IMOEX;0;20180518;122533;2334.260000000;546352
IMOEX;0;20180518;122534;2334.260000000;41580
IMOEX;0;20180518;122535;2334.280000000;3959706
IMOEX;0;20180518;122536;2334.280000000;468743
